trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
77,2025-10-01T12:50:00,creative_output,Trial_0077_creative_output,surprise,"[""L42.N639"", ""L46.N3665"", ""L44.N1756"", ""L46.N2144"", ""L43.N174"", ""L41.N3765"", ""L35.N1376"", ""L30.N3186"", ""L24.N62"", ""L47.N3814"", ""L25.N2470"", ""L42.N2078"", ""L36.N2680"", ""L47.N2884"", ""L46.N1234"", ""L24.N160"", ""L41.N2551"", ""L24.N1695""]",surprise,0.0058,0.4942,short_term,116.05,True
78,2025-10-01T13:00:00,user_interaction,Trial_0078_user_interaction,fear,"[""L25.N3782"", ""L43.N1025"", ""L42.N4005"", ""L33.N1640"", ""L31.N729"", ""L34.N2664"", ""L43.N2555"", ""L43.N1150"", ""L32.N1735"", ""L38.N2273"", ""L47.N2912"", ""L32.N744"", ""L36.N318"", ""L31.N1242""]",fear,0.431,0.2261,short_term,77.58,True
79,2025-10-01T13:10:00,user_interaction,Trial_0079_user_interaction,disgust,"[""L40.N943"", ""L39.N3064"", ""L43.N418"", ""L29.N864"", ""L44.N1871"", ""L38.N1062"", ""L25.N2025"", ""L38.N3333""]",disgust,0.3504,0.5748,short_term,353.32,True
80,2025-10-01T13:20:00,creative_output,Trial_0080_creative_output,surprise,"[""L24.N3289"", ""L42.N1450"", ""L40.N1944"", ""L33.N3531"", ""L32.N2758"", ""L35.N2286"", ""L31.N3664"", ""L28.N2430"", ""L37.N3873"", ""L39.N2364"", ""L40.N1570"", ""L46.N576""]",fear,0.389,0.3252,short_term,217.12,False
81,2025-10-01T13:30:00,memory_recall,Trial_0081_memory_recall,surprise,"[""L42.N2802"", ""L33.N3652"", ""L42.N1130"", ""L30.N2628"", ""L43.N2059"", ""L42.N2990"", ""L35.N547"", ""L35.N3153"", ""L40.N1842"", ""L39.N1322"", ""L25.N751"", ""L24.N48"", ""L41.N1660"", ""L36.N1540"", ""L47.N2268"", ""L29.N4000""]",surprise,0.1695,0.5984,short_term,293.28,True
82,2025-10-01T13:40:00,task_completion,Trial_0082_task_completion,neutral,"[""L30.N1649"", ""L44.N3219"", ""L44.N3849"", ""L38.N4067"", ""L39.N1966"", ""L38.N1963"", ""L31.N3815"", ""L41.N701"", ""L29.N740"", ""L25.N3019"", ""L27.N1814"", ""L36.N2256""]",neutral,0.2425,0.7938,long_term,388.96,True
83,2025-10-01T13:50:00,conversation,Trial_0083_conversation,sadness,"[""L38.N2827"", ""L28.N3702"", ""L47.N689"", ""L43.N3521"", ""L27.N846""]",sadness,0.8621,0.9006,vital,307.35,True
84,2025-10-01T14:00:00,task_completion,Trial_0084_task_completion,surprise,"[""L24.N2190"", ""L41.N2285"", ""L26.N1628"", ""L38.N1626"", ""L28.N1146"", ""L47.N926"", ""L45.N1442"", ""L45.N2502"", ""L29.N281"", ""L45.N1024"", ""L42.N1798"", ""L27.N3403"", ""L43.N86"", ""L41.N1576"", ""L42.N3317"", ""L27.N3008"", ""L32.N3194"", ""L38.N693""]",surprise,0.4187,0.6449,long_term,199.65,True
85,2025-10-01T14:10:00,autonomous_thought,Trial_0085_autonomous_thought,sadness,"[""L39.N129"", ""L27.N275"", ""L39.N1858"", ""L47.N2973"", ""L46.N3649"", ""L26.N3097""]",neutral,0.429,0.4969,short_term,174.45,False
86,2025-10-01T14:20:00,user_interaction,Trial_0086_user_interaction,joy,"[""L45.N1591"", ""L46.N1299"", ""L41.N3480"", ""L43.N152"", ""L44.N1421"", ""L38.N3051""]",joy,0.8075,0.97,vital,444.89,True
87,2025-10-01T14:30:00,error_event,Trial_0087_error_event,joy,"[""L25.N949"", ""L39.N2998"", ""L38.N2986"", ""L29.N3884"", ""L42.N3497"", ""L47.N370"", ""L28.N2296"", ""L44.N702"", ""L30.N1674""]",joy,0.003,0.1083,short_term,287.95,True
88,2025-10-01T14:40:00,user_interaction,Trial_0088_user_interaction,neutral,"[""L42.N762"", ""L28.N2659"", ""L36.N2961"", ""L35.N2846"", ""L46.N349"", ""L44.N686"", ""L46.N360"", ""L27.N3524"", ""L32.N2732"", ""L33.N2266"", ""L39.N1693"", ""L36.N3811"", ""L44.N684"", ""L44.N2919"", ""L36.N1358"", ""L43.N595"", ""L36.N3254"", ""L28.N3061""]",neutral,0.6739,0.4075,long_term,570.21,True
89,2025-10-01T14:50:00,creative_output,Trial_0089_creative_output,disgust,"[""L28.N1292"", ""L28.N1560"", ""L36.N983"", ""L43.N2806"", ""L31.N1979"", ""L32.N2452"", ""L42.N1918"", ""L43.N4046"", ""L45.N3753"", ""L34.N1956"", ""L32.N3452"", ""L34.N1562"", ""L42.N2849"", ""L29.N1468""]",disgust,0.3311,0.2478,short_term,276.14,True
90,2025-10-01T15:00:00,conversation,Trial_0090_conversation,neutral,"[""L45.N3012"", ""L40.N2702"", ""L29.N1741"", ""L37.N2744"", ""L40.N1543"", ""L31.N914"", ""L32.N330"", ""L36.N1804"", ""L47.N274"", ""L44.N2226"", ""L28.N1775"", ""L32.N766"", ""L43.N3253"", ""L26.N2290""]",neutral,0.2509,0.4888,short_term,194.97,True
91,2025-10-01T15:10:00,creative_output,Trial_0091_creative_output,joy,"[""L47.N1292"", ""L34.N1948"", ""L31.N690"", ""L33.N158"", ""L41.N1017"", ""L41.N1080"", ""L30.N111""]",joy,0.6711,0.7159,long_term,310.53,True
92,2025-10-01T15:20:00,creative_output,Trial_0092_creative_output,joy,"[""L29.N3587"", ""L27.N3843"", ""L33.N2056"", ""L31.N818"", ""L40.N3984"", ""L24.N1811"", ""L37.N789""]",joy,0.996,0.9277,vital,539.73,True
93,2025-10-01T15:30:00,learning_discovery,Trial_0093_learning_discovery,sadness,"[""L31.N2645"", ""L33.N1904"", ""L31.N3317"", ""L24.N3059"", ""L44.N998"", ""L47.N456"", ""L35.N3061"", ""L32.N3731"", ""L47.N2274"", ""L27.N4073"", ""L27.N3317"", ""L32.N3221"", ""L24.N3140"", ""L32.N804"", ""L29.N722"", ""L31.N1001"", ""L34.N3679"", ""L36.N83""]",sadness,0.5727,0.1869,short_term,345.86,True
94,2025-10-01T15:40:00,task_completion,Trial_0094_task_completion,joy,"[""L30.N2452"", ""L32.N328"", ""L33.N1577"", ""L25.N1219"", ""L31.N607"", ""L37.N2672"", ""L36.N2046"", ""L44.N919"", ""L41.N465"", ""L36.N1471"", ""L31.N1945"", ""L35.N2360""]",joy,0.4573,0.8528,long_term,76.23,True
95,2025-10-01T15:50:00,user_interaction,Trial_0095_user_interaction,neutral,"[""L41.N1698"", ""L35.N2738"", ""L36.N2782"", ""L33.N2798"", ""L43.N3617"", ""L42.N2498"", ""L37.N166"", ""L31.N3708"", ""L34.N924"", ""L45.N1491"", ""L29.N3772"", ""L34.N944"", ""L33.N1655"", ""L40.N1054"", ""L44.N1697"", ""L29.N2488"", ""L28.N1411"", ""L25.N523"", ""L26.N1733""]",neutral,0.2291,0.3271,short_term,132.86,True
96,2025-10-01T16:00:00,creative_output,Trial_0096_creative_output,surprise,"[""L30.N2446"", ""L36.N1669"", ""L38.N3536"", ""L27.N3861"", ""L45.N3738"", ""L37.N1294"", ""L35.N3698"", ""L45.N3803"", ""L33.N1765"", ""L32.N33"", ""L27.N584"", ""L38.N3005"", ""L36.N723"", ""L31.N569"", ""L42.N2834"", ""L39.N2122"", ""L33.N135"", ""L24.N2121"", ""L41.N1954""]",surprise,0.3687,0.8186,long_term,532.36,True
97,2025-10-01T16:10:00,memory_recall,Trial_0097_memory_recall,surprise,"[""L37.N575"", ""L29.N3374"", ""L37.N902"", ""L33.N2254"", ""L33.N2805"", ""L40.N762"", ""L42.N3356"", ""L40.N1515"", ""L38.N2943"", ""L35.N3096"", ""L32.N68"", ""L27.N3563"", ""L39.N360"", ""L26.N1652"", ""L26.N1625""]",surprise,0.672,0.5287,long_term,505.7,True
98,2025-10-01T16:20:00,task_completion,Trial_0098_task_completion,joy,"[""L46.N2017"", ""L32.N3858"", ""L25.N1595"", ""L42.N3009"", ""L38.N2551"", ""L44.N930"", ""L28.N2282"", ""L47.N1286"", ""L29.N2541"", ""L24.N1593"", ""L40.N3728""]",joy,0.1159,0.2953,short_term,349.88,True
99,2025-10-01T16:30:00,error_event,Trial_0099_error_event,joy,"[""L30.N965"", ""L27.N896"", ""L38.N3678"", ""L38.N352"", ""L43.N2722"", ""L46.N2372"", ""L28.N3299"", ""L40.N4020"", ""L43.N653"", ""L31.N3809"", ""L31.N768"", ""L27.N1970"", ""L28.N732"", ""L28.N820"", ""L43.N343"", ""L42.N523"", ""L43.N128"", ""L30.N2704""]",joy,0.4007,0.6274,long_term,138.87,True
100,2025-10-01T16:40:00,learning_discovery,Trial_0100_learning_discovery,sadness,"[""L45.N2922"", ""L41.N433"", ""L45.N2281"", ""L28.N1693"", ""L46.N4086"", ""L44.N375"", ""L45.N302"", ""L44.N3859"", ""L46.N707"", ""L44.N2068""]",sadness,0.6631,0.2607,long_term,264.25,True
101,2025-10-01T16:50:00,conversation,Trial_0101_conversation,sadness,"[""L42.N817"", ""L25.N3333"", ""L36.N1072"", ""L29.N1652"", ""L45.N1476"", ""L30.N3936"", ""L36.N1970"", ""L45.N1664"", ""L36.N2730"", ""L30.N1395"", ""L26.N3897"", ""L24.N4071"", ""L40.N684"", ""L37.N2660"", ""L47.N4021"", ""L46.N3322"", ""L47.N2076"", ""L29.N122""]",sadness,0.7971,0.1326,long_term,314.72,True
102,2025-10-01T17:00:00,error_event,Trial_0102_error_event,anger,"[""L40.N700"", ""L28.N3266"", ""L27.N3958"", ""L28.N4013"", ""L38.N2611"", ""L40.N1029"", ""L33.N1909"", ""L46.N1007""]",anger,0.3854,0.1502,short_term,129.56,True
103,2025-10-01T17:10:00,task_completion,Trial_0103_task_completion,neutral,"[""L45.N305"", ""L43.N1605"", ""L27.N958"", ""L46.N3499"", ""L36.N3538"", ""L45.N2924"", ""L35.N1971"", ""L26.N1179"", ""L26.N205"", ""L41.N154"", ""L42.N1532"", ""L33.N3120"", ""L38.N1490"", ""L32.N707"", ""L38.N178"", ""L39.N1095"", ""L40.N756"", ""L24.N1926""]",fear,0.7808,0.8691,long_term,536.24,False
104,2025-10-01T17:20:00,memory_recall,Trial_0104_memory_recall,joy,"[""L26.N2154"", ""L29.N3038"", ""L29.N1806"", ""L30.N2474"", ""L40.N3574""]",surprise,0.182,0.5004,short_term,518.07,False
105,2025-10-01T17:30:00,user_interaction,Trial_0105_user_interaction,joy,"[""L42.N2522"", ""L31.N2391"", ""L43.N2183"", ""L44.N2012"", ""L34.N3604"", ""L26.N2078"", ""L46.N410"", ""L37.N2074"", ""L32.N4024""]",joy,0.892,0.9639,long_term,254.15,True
106,2025-10-01T17:40:00,memory_recall,Trial_0106_memory_recall,joy,"[""L35.N400"", ""L38.N3105"", ""L41.N2895"", ""L27.N1351"", ""L25.N2413"", ""L38.N2075"", ""L32.N3457"", ""L40.N2873""]",joy,0.2918,0.3762,short_term,197.58,True
107,2025-10-01T17:50:00,conversation,Trial_0107_conversation,sadness,"[""L42.N1616"", ""L34.N4080"", ""L33.N4081"", ""L46.N411"", ""L29.N2671"", ""L41.N2291"", ""L41.N2624"", ""L26.N206"", ""L43.N2441"", ""L44.N1828"", ""L38.N3414"", ""L37.N1998""]",sadness,0.3693,0.2551,short_term,130.65,True
108,2025-10-01T18:00:00,conversation,Trial_0108_conversation,neutral,"[""L31.N981"", ""L43.N2904"", ""L39.N2123"", ""L32.N2697"", ""L39.N3593"", ""L32.N829"", ""L26.N3290"", ""L42.N2666"", ""L29.N645"", ""L38.N1244"", ""L38.N4012"", ""L45.N3204"", ""L37.N2100""]",neutral,0.3295,0.3866,short_term,566.71,True
109,2025-10-01T18:10:00,autonomous_thought,Trial_0109_autonomous_thought,sadness,"[""L42.N727"", ""L43.N2094"", ""L43.N1047"", ""L40.N2136"", ""L37.N3647"", ""L46.N2782"", ""L41.N3066"", ""L45.N3639"", ""L28.N437"", ""L35.N425"", ""L31.N1404"", ""L29.N1755"", ""L38.N2507"", ""L29.N1579"", ""L38.N2795"", ""L32.N50"", ""L44.N1057"", ""L36.N1612""]",sadness,0.9138,0.9613,vital,154.11,True
110,2025-10-01T18:20:00,user_interaction,Trial_0110_user_interaction,sadness,"[""L40.N250"", ""L30.N3161"", ""L38.N3511"", ""L40.N3369"", ""L46.N3379"", ""L29.N1384"", ""L38.N3695"", ""L44.N3687"", ""L39.N1631"", ""L28.N3217"", ""L43.N813"", ""L25.N3190"", ""L46.N1629"", ""L26.N2989"", ""L30.N3694"", ""L40.N1280""]",sadness,0.4682,0.4073,short_term,112.48,True
111,2025-10-01T18:30:00,user_interaction,Trial_0111_user_interaction,sadness,"[""L44.N172"", ""L29.N501"", ""L24.N1812"", ""L27.N2178"", ""L40.N797"", ""L25.N722"", ""L43.N2262"", ""L45.N1274"", ""L31.N3453"", ""L38.N1957"", ""L46.N3763"", ""L25.N1464"", ""L38.N2227"", ""L35.N674"", ""L33.N13"", ""L45.N2045""]",sadness,0.4894,0.8445,long_term,111.38,True
112,2025-10-01T18:40:00,conversation,Trial_0112_conversation,neutral,"[""L27.N2636"", ""L32.N358"", ""L39.N753"", ""L26.N3187"", ""L43.N1225"", ""L47.N2297"", ""L45.N111"", ""L26.N3914""]",neutral,0.6306,0.7236,long_term,389.69,True
113,2025-10-01T18:50:00,creative_output,Trial_0113_creative_output,joy,"[""L44.N2626"", ""L27.N2845"", ""L36.N3307"", ""L44.N2600"", ""L37.N274"", ""L30.N3887"", ""L45.N3134"", ""L43.N2239"", ""L28.N2045"", ""L33.N3729"", ""L34.N1894"", ""L37.N275"", ""L41.N650"", ""L45.N4090"", ""L35.N1105"", ""L25.N3926"", ""L24.N2614"", ""L33.N2932"", ""L24.N255""]",joy,0.4945,0.6544,long_term,281.3,True
114,2025-10-01T19:00:00,conversation,Trial_0114_conversation,fear,"[""L43.N2193"", ""L24.N259"", ""L46.N842"", ""L43.N264"", ""L31.N2279"", ""L28.N587"", ""L24.N1294"", ""L41.N2981"", ""L33.N2175""]",fear,0.3121,0.8258,long_term,335.07,True
115,2025-10-01T19:10:00,memory_recall,Trial_0115_memory_recall,disgust,"[""L26.N949"", ""L45.N1049"", ""L42.N4075"", ""L35.N1390"", ""L30.N1658"", ""L27.N2836"", ""L32.N3957"", ""L39.N1817"", ""L36.N3875"", ""L47.N1919"", ""L32.N2521"", ""L44.N2705""]",disgust,0.3674,0.8769,long_term,475.23,True
116,2025-10-01T19:20:00,error_event,Trial_0116_error_event,anger,"[""L47.N1528"", ""L40.N855"", ""L41.N1251"", ""L38.N2081"", ""L25.N361""]",anger,0.4167,0.4365,short_term,430.99,True
117,2025-10-01T19:30:00,creative_output,Trial_0117_creative_output,anger,"[""L42.N3417"", ""L38.N1357"", ""L39.N2172"", ""L37.N2178"", ""L41.N2652"", ""L45.N901"", ""L40.N3478"", ""L37.N333"", ""L43.N2252"", ""L26.N1196"", ""L47.N1025"", ""L32.N2988"", ""L31.N2415"", ""L47.N1948"", ""L26.N3948"", ""L27.N3441""]",anger,0.5451,0.8833,long_term,215.78,True
118,2025-10-01T19:40:00,error_event,Trial_0118_error_event,joy,"[""L29.N2082"", ""L42.N2246"", ""L36.N76"", ""L40.N2880"", ""L37.N348""]",joy,0.1904,0.3822,short_term,239.48,True
119,2025-10-01T19:50:00,error_event,Trial_0119_error_event,fear,"[""L36.N3811"", ""L32.N3213"", ""L27.N1673"", ""L31.N3990"", ""L26.N1846"", ""L30.N2985"", ""L26.N2625"", ""L38.N3400"", ""L38.N2896"", ""L30.N3379"", ""L41.N3790"", ""L41.N1175"", ""L46.N2187"", ""L46.N20""]",fear,0.763,0.4928,long_term,417.54,True
120,2025-10-01T20:00:00,memory_recall,Trial_0120_memory_recall,sadness,"[""L45.N579"", ""L29.N3030"", ""L36.N3986"", ""L34.N2668"", ""L31.N3174""]",sadness,0.2225,0.2313,short_term,309.89,True
121,2025-10-01T20:10:00,error_event,Trial_0121_error_event,sadness,"[""L38.N1971"", ""L25.N511"", ""L46.N3887"", ""L40.N599"", ""L38.N2530"", ""L27.N2219"", ""L28.N2064"", ""L29.N2441"", ""L45.N3569"", ""L33.N1413"", ""L47.N1925"", ""L43.N2062"", ""L27.N440"", ""L39.N4085"", ""L47.N3943"", ""L30.N1586"", ""L40.N1268"", ""L36.N3438""]",sadness,0.7921,0.9382,vital,267.62,True
122,2025-10-01T20:20:00,autonomous_thought,Trial_0122_autonomous_thought,neutral,"[""L42.N508"", ""L47.N2104"", ""L47.N1845"", ""L28.N1186"", ""L42.N1718"", ""L36.N1860"", ""L35.N717"", ""L29.N317"", ""L45.N1608"", ""L40.N4007"", ""L36.N2940"", ""L28.N1244"", ""L45.N3669"", ""L40.N1794"", ""L29.N2701"", ""L38.N1933"", ""L34.N3274""]",anger,0.3068,0.3803,short_term,250.1,False
123,2025-10-01T20:30:00,creative_output,Trial_0123_creative_output,joy,"[""L29.N1088"", ""L39.N1267"", ""L38.N2273"", ""L40.N2690"", ""L26.N292"", ""L40.N4022"", ""L40.N2803"", ""L29.N3774"", ""L24.N3910"", ""L38.N2918"", ""L42.N1075"", ""L45.N1693"", ""L34.N2614"", ""L37.N3852"", ""L43.N2649"", ""L32.N2088"", ""L39.N1291""]",joy,0.4074,0.7191,long_term,93.29,True
124,2025-10-01T20:40:00,memory_recall,Trial_0124_memory_recall,fear,"[""L38.N3472"", ""L39.N1179"", ""L44.N1735"", ""L33.N137"", ""L41.N2953"", ""L32.N2203""]",fear,0.198,0.7995,long_term,263.45,True
125,2025-10-01T20:50:00,conversation,Trial_0125_conversation,neutral,"[""L33.N395"", ""L41.N1686"", ""L43.N1157"", ""L44.N1889"", ""L33.N3009"", ""L32.N3034"", ""L33.N2337""]",neutral,0.4525,0.7236,long_term,562.87,True
126,2025-10-01T21:00:00,conversation,Trial_0126_conversation,anger,"[""L32.N2748"", ""L42.N1325"", ""L37.N3965"", ""L40.N1601"", ""L31.N1284""]",anger,0.388,0.8202,long_term,420.83,True
127,2025-10-01T21:10:00,error_event,Trial_0127_error_event,neutral,"[""L45.N2906"", ""L30.N4083"", ""L31.N2375"", ""L46.N1887"", ""L34.N2414""]",neutral,0.0593,0.4157,short_term,528.39,True
128,2025-10-01T21:20:00,error_event,Trial_0128_error_event,surprise,"[""L43.N3336"", ""L31.N109"", ""L42.N2354"", ""L31.N225"", ""L27.N30"", ""L29.N1794"", ""L26.N1362"", ""L34.N1820"", ""L33.N2699"", ""L37.N1821"", ""L41.N3799"", ""L32.N3886""]",surprise,0.442,0.7041,long_term,380.72,True
129,2025-10-01T21:30:00,memory_recall,Trial_0129_memory_recall,surprise,"[""L33.N2865"", ""L27.N1659"", ""L36.N1917"", ""L29.N3066"", ""L44.N3020"", ""L43.N2948"", ""L43.N1101"", ""L36.N1037"", ""L31.N1327"", ""L36.N791"", ""L38.N1778"", ""L24.N981"", ""L25.N1265"", ""L42.N743"", ""L26.N2431""]",surprise,0.4762,0.8551,long_term,400.99,True
130,2025-10-01T21:40:00,error_event,Trial_0130_error_event,neutral,"[""L47.N591"", ""L33.N532"", ""L33.N2872"", ""L47.N1317"", ""L45.N112"", ""L39.N1198"", ""L45.N1325"", ""L27.N1539"", ""L25.N3292"", ""L34.N2365"", ""L27.N2260""]",neutral,0.1173,0.5846,short_term,218.17,True
131,2025-10-01T21:50:00,creative_output,Trial_0131_creative_output,surprise,"[""L27.N3136"", ""L47.N1266"", ""L25.N1160"", ""L46.N440"", ""L36.N2705"", ""L39.N3759"", ""L33.N808"", ""L34.N1112"", ""L27.N1833""]",surprise,0.1803,0.473,short_term,77.82,True
132,2025-10-01T22:00:00,learning_discovery,Trial_0132_learning_discovery,anger,"[""L42.N487"", ""L33.N1424"", ""L24.N1004"", ""L36.N1335"", ""L39.N2908"", ""L32.N1705"", ""L29.N1220"", ""L25.N2506"", ""L32.N229"", ""L31.N3880"", ""L32.N2055""]",disgust,0.4025,0.5153,short_term,591.3,False
133,2025-10-01T22:10:00,creative_output,Trial_0133_creative_output,sadness,"[""L25.N1887"", ""L40.N463"", ""L27.N2897"", ""L37.N1181"", ""L25.N1996"", ""L44.N307"", ""L40.N3742""]",sadness,0.0931,0.3177,short_term,122.34,True
134,2025-10-01T22:20:00,error_event,Trial_0134_error_event,neutral,"[""L36.N539"", ""L41.N2049"", ""L43.N579"", ""L36.N1047"", ""L39.N2789"", ""L31.N3247"", ""L36.N1910"", ""L27.N513"", ""L32.N2321""]",neutral,0.2266,0.2284,short_term,521.4,True
135,2025-10-01T22:30:00,memory_recall,Trial_0135_memory_recall,neutral,"[""L46.N2753"", ""L29.N1372"", ""L28.N3376"", ""L25.N2065"", ""L33.N329""]",neutral,0.6527,0.6104,long_term,287.25,True
136,2025-10-01T22:40:00,task_completion,Trial_0136_task_completion,neutral,"[""L44.N449"", ""L25.N350"", ""L46.N710"", ""L29.N1983"", ""L24.N3211"", ""L36.N3659"", ""L42.N392"", ""L33.N2448"", ""L41.N2791"", ""L30.N3496"", ""L33.N1035"", ""L38.N990"", ""L38.N27"", ""L27.N1315""]",neutral,0.8969,0.9877,vital,308.74,True
137,2025-10-01T22:50:00,memory_recall,Trial_0137_memory_recall,disgust,"[""L38.N1360"", ""L30.N3109"", ""L35.N2226"", ""L24.N891"", ""L44.N1305"", ""L37.N1187""]",disgust,0.2347,0.3822,short_term,70.45,True
138,2025-10-01T23:00:00,conversation,Trial_0138_conversation,joy,"[""L42.N2548"", ""L38.N3852"", ""L35.N1860"", ""L25.N3898"", ""L27.N58"", ""L41.N1396"", ""L33.N1676"", ""L35.N2945"", ""L38.N1837"", ""L33.N1429"", ""L31.N3672"", ""L38.N588"", ""L31.N916""]",joy,0.3005,0.4504,short_term,281.59,True
139,2025-10-01T23:10:00,error_event,Trial_0139_error_event,joy,"[""L31.N1905"", ""L45.N3485"", ""L32.N2732"", ""L26.N2769"", ""L33.N3716"", ""L29.N3005"", ""L31.N759"", ""L30.N3412"", ""L41.N1357"", ""L38.N1769"", ""L44.N2091"", ""L30.N27"", ""L30.N2538"", ""L36.N1230"", ""L41.N1126""]",joy,0.5643,0.579,short_term,437.79,True
140,2025-10-01T23:20:00,learning_discovery,Trial_0140_learning_discovery,disgust,"[""L47.N16"", ""L41.N2273"", ""L35.N1679"", ""L27.N1752"", ""L25.N1627"", ""L37.N1866"", ""L36.N2462"", ""L30.N3785"", ""L47.N3136"", ""L44.N3736"", ""L27.N1105"", ""L29.N1857"", ""L26.N3309"", ""L31.N3678"", ""L39.N978"", ""L41.N3397"", ""L37.N66"", ""L39.N3904"", ""L35.N3549""]",disgust,0.4346,0.8259,long_term,342.16,True
141,2025-10-01T23:30:00,error_event,Trial_0141_error_event,disgust,"[""L32.N70"", ""L37.N2788"", ""L41.N1086"", ""L32.N244"", ""L30.N392"", ""L27.N3672"", ""L40.N3275""]",disgust,0.3211,0.6723,long_term,481.6,True
142,2025-10-01T23:40:00,creative_output,Trial_0142_creative_output,neutral,"[""L32.N3943"", ""L27.N2207"", ""L25.N2669"", ""L25.N2977"", ""L45.N422"", ""L35.N2021"", ""L41.N35"", ""L42.N90"", ""L36.N3795"", ""L44.N1942"", ""L25.N1479""]",neutral,0.784,0.3034,long_term,560.31,True
143,2025-10-01T23:50:00,memory_recall,Trial_0143_memory_recall,disgust,"[""L39.N2610"", ""L33.N613"", ""L39.N2569"", ""L36.N1480"", ""L30.N1123"", ""L42.N3961"", ""L27.N3474"", ""L42.N331""]",disgust,0.3616,0.8921,long_term,595.13,True
144,2025-10-02T00:00:00,conversation,Trial_0144_conversation,neutral,"[""L28.N2128"", ""L41.N2154"", ""L38.N3348"", ""L45.N1766"", ""L41.N505"", ""L29.N1841"", ""L39.N4033"", ""L42.N256"", ""L34.N3251"", ""L28.N1071"", ""L46.N896""]",neutral,0.0276,0.2511,short_term,522.65,True
145,2025-10-02T00:10:00,learning_discovery,Trial_0145_learning_discovery,surprise,"[""L40.N3163"", ""L41.N736"", ""L38.N1685"", ""L32.N2330"", ""L46.N996"", ""L36.N2002"", ""L47.N1737"", ""L43.N3992"", ""L44.N461""]",surprise,0.0535,0.2737,short_term,380.59,True
146,2025-10-02T00:20:00,memory_recall,Trial_0146_memory_recall,surprise,"[""L47.N4031"", ""L43.N3237"", ""L34.N3819"", ""L39.N1714"", ""L46.N794"", ""L42.N586"", ""L39.N3414"", ""L35.N1274"", ""L31.N2882"", ""L25.N2811"", ""L29.N4015""]",surprise,0.7706,0.9585,long_term,401.04,True
147,2025-10-02T00:30:00,user_interaction,Trial_0147_user_interaction,disgust,"[""L43.N1873"", ""L37.N977"", ""L25.N3392"", ""L43.N2337"", ""L32.N1704"", ""L39.N1994""]",disgust,0.2761,0.1665,short_term,65.73,True
148,2025-10-02T00:40:00,error_event,Trial_0148_error_event,surprise,"[""L24.N2728"", ""L43.N3189"", ""L29.N842"", ""L26.N131"", ""L33.N3634"", ""L29.N2688"", ""L31.N2439"", ""L29.N3920"", ""L42.N2750"", ""L24.N3214"", ""L36.N286""]",surprise,0.2191,0.5593,short_term,368.71,True
149,2025-10-02T00:50:00,error_event,Trial_0149_error_event,fear,"[""L39.N1207"", ""L36.N1778"", ""L41.N4052"", ""L35.N475"", ""L35.N2336"", ""L43.N999"", ""L40.N20"", ""L43.N1461"", ""L30.N1256"", ""L40.N2170"", ""L33.N959"", ""L27.N2261"", ""L30.N2694""]",fear,0.254,0.6685,long_term,274.36,True
150,2025-10-02T01:00:00,memory_recall,Trial_0150_memory_recall,sadness,"[""L45.N264"", ""L26.N3765"", ""L44.N862"", ""L39.N4014"", ""L47.N1219"", ""L43.N508"", ""L39.N3273"", ""L34.N1753"", ""L28.N1162"", ""L36.N846"", ""L29.N2863"", ""L38.N1770""]",sadness,0.4273,0.8617,long_term,259.74,True
151,2025-10-02T01:10:00,task_completion,Trial_0151_task_completion,disgust,"[""L35.N1359"", ""L42.N2017"", ""L40.N3149"", ""L47.N27"", ""L39.N2655"", ""L28.N457""]",disgust,0.5462,0.7839,long_term,206.3,True
152,2025-10-02T01:20:00,creative_output,Trial_0152_creative_output,neutral,"[""L39.N2326"", ""L34.N1542"", ""L40.N2741"", ""L36.N2371"", ""L37.N3305"", ""L33.N2505"", ""L35.N2529"", ""L46.N3912"", ""L28.N2567"", ""L44.N1421"", ""L30.N390"", ""L32.N2818"", ""L37.N2960"", ""L41.N1195""]",surprise,0.8331,0.9361,vital,388.53,False
153,2025-10-02T01:30:00,memory_recall,Trial_0153_memory_recall,neutral,"[""L37.N3592"", ""L42.N2713"", ""L25.N842"", ""L40.N3455"", ""L25.N1682"", ""L30.N2001"", ""L36.N644"", ""L41.N2582"", ""L47.N2135"", ""L39.N110"", ""L31.N3225"", ""L38.N3640"", ""L24.N1179"", ""L40.N3389"", ""L38.N2285"", ""L37.N105"", ""L25.N1722""]",neutral,0.2987,0.2863,short_term,322.76,True
154,2025-10-02T01:40:00,error_event,Trial_0154_error_event,anger,"[""L34.N708"", ""L24.N906"", ""L34.N3525"", ""L46.N1319"", ""L25.N3838"", ""L38.N2902"", ""L45.N584"", ""L38.N2663""]",anger,0.3458,0.6387,long_term,565.32,True
